"","country","countryCode","region","year","count","population","share","lifeExpectency","undernourishment","unemployment","gdpPerCapita","politicalStability","ruleOfLaw","tertiaryEducation"
"630","Iceland","352","Europe",2005,30000,296734,10.1,81.5,2.5,2.5,56794.9,99.5,1.9,69.8
"631","Iceland","352","Europe",2010,30000,318041,9.4,81.9,2.5,7.6,43237.1,85.3,1.7,78.5
"632","Iceland","352","Europe",2015,40000,330815,12.1,82.5,2.5,4,52951.7,94.8,1.6,75.6
"633","Iceland","352","Europe",2020,40000,366463,10.9,83.1,2.5,NA,59023.6,96.7,1.8,74.6
"634","India","356","Asia/Pacific",1990,6790000,864972221,0.8,58.6,NA,NA,371.1,NA,NA,6
"635","India","356","Asia/Pacific",1995,7350000,960301044,0.8,60.6,NA,5.6,375.2,NA,NA,5.5
"636","India","356","Asia/Pacific",2000,8150000,1057922733,0.8,62.7,NA,5.7,442.8,17.5,0.3,9.7
"637","India","356","Asia/Pacific",2005,9900000,1154676322,0.9,64.9,21.4,5.6,710.5,17.5,0.1,11.3
"638","India","356","Asia/Pacific",2010,13640000,1243481564,1.1,67.2,14.8,5.6,1347.5,11.4,0,18.7
"639","India","356","Asia/Pacific",2015,16450000,1328024498,1.2,69.3,12.2,5.6,1584,17.1,-0.1,27.3
"640","India","356","Asia/Pacific",2020,18580000,1402617695,1.3,70.2,13.1,NA,1907,18.4,-0.1,29.8
"641","Indonesia","360","Asia/Pacific",1990,1740000,183501098,0.9,63.2,NA,NA,578.4,NA,NA,8.4
"642","Indonesia","360","Asia/Pacific",1995,2070000,199888057,1,65.3,NA,3.9,1011.2,NA,NA,11.4
"643","Indonesia","360","Asia/Pacific",2000,2570000,216077790,1.2,66.3,NA,6.1,763.7,2.6,-0.7,14.9
"644","Indonesia","360","Asia/Pacific",2005,2960000,230871650,1.3,67.5,18.4,7.9,1238.2,7.8,-0.8,16.9
"645","Indonesia","360","Asia/Pacific",2010,3620000,246305322,1.5,68.4,13.1,5.6,3065.7,20.4,-0.7,23.8
"646","Indonesia","360","Asia/Pacific",2015,4310000,261799249,1.6,69.5,7.3,4.5,3288.2,24.3,-0.4,33
"647","Indonesia","360","Asia/Pacific",2020,4860000,274814866,1.8,68.8,6.3,NA,3853.7,28.3,-0.4,38.7
"648","Iran","364","Asia/Pacific",1990,680000,58380092,1.2,64.1,NA,NA,2137.9,NA,NA,NA
"649","Iran","364","Asia/Pacific",1995,780000,62205567,1.2,67.9,NA,9.5,1550,NA,NA,17.1
"650","Iran","364","Asia/Pacific",2000,860000,66418659,1.3,70.2,NA,11.5,1650,24.3,-0.5,19.4
"651","Iran","364","Asia/Pacific",2005,930000,71828455,1.3,72.4,5.4,12.1,3132.1,24.3,-0.9,23.6
"652","Iran","364","Asia/Pacific",2010,1020000,77420842,1.3,74.4,7.5,13.5,6291.2,6.2,-1,43.6
"653","Iran","364","Asia/Pacific",2015,1190000,82619362,1.4,75.9,6.7,11.1,4952.7,17.6,-0.9,72.1
"654","Iran","364","Asia/Pacific",2020,1380000,87723443,1.6,74.1,6.5,NA,2988.8,6.6,-0.9,57.3
"655","Iraq","368","Middle East/North Africa",1990,670000,17581206,3.8,57.6,NA,NA,10261.4,NA,NA,NA
"656","Iraq","368","Middle East/North Africa",1995,780000,20825860,3.8,64.8,NA,9,619.1,NA,NA,NA
"657","Iraq","368","Middle East/North Africa",2000,850000,24424056,3.5,64.9,NA,9,1980.2,5.8,-1.4,12.1
"658","Iraq","368","Middle East/North Africa",2005,1410000,28407448,5,64.9,16.5,9,1762.4,0.5,-1.7,15.5
"659","Iraq","368","Middle East/North Africa",2010,2700000,31045366,8.7,68.1,13.7,8.4,4461.8,2.4,-1.7,NA
"660","Iraq","368","Middle East/North Africa",2015,1730000,37560535,4.6,70,16.3,10.7,4440.1,2.9,-1.6,NA
"661","Iraq","368","Middle East/North Africa",2020,2150000,42116605,5.1,69.7,15.8,NA,4295.2,1.9,-1.8,NA
"662","Ireland","372","Europe",1990,950000,3513974,27,74.8,NA,NA,14031.3,NA,NA,28.2
"663","Ireland","372","Europe",1995,880000,3608841,24.4,75.5,NA,12,19158.5,NA,NA,38.8
"664","Ireland","372","Europe",2000,840000,3805174,22.1,76.5,NA,4.3,26334.6,97.9,1.5,49.4
"665","Ireland","372","Europe",2005,780000,4159914,18.8,78.9,2.5,4.3,50933,94.2,1.6,58.9
"666","Ireland","372","Europe",2010,740000,4560155,16.2,80.7,2.5,14.5,48679.4,84.8,1.8,63.1
"667","Ireland","372","Europe",2015,750000,4701957,15.9,81.5,2.5,9.9,64311.8,77.6,1.7,77.2
"668","Ireland","372","Europe",2020,750000,4985382,15,82.5,2.5,NA,87567.1,80.2,1.5,74.7
"669","Isle of Man","833","Europe",1990,10000,68916,14.5,71.8,NA,NA,11049.9,NA,NA,NA
"670","Isle of Man","833","Europe",1995,NA,71513,NA,73.4,NA,NA,12896.5,NA,NA,NA
"671","Isle of Man","833","Europe",2000,NA,75659,NA,74.8,NA,NA,21161.4,NA,NA,NA
"672","Isle of Man","833","Europe",2005,NA,79516,NA,77.5,NA,NA,38135.9,NA,NA,NA
"673","Isle of Man","833","Europe",2010,NA,83873,NA,79.6,NA,NA,70587.3,NA,NA,NA
"674","Isle of Man","833","Europe",2015,10000,83593,12,80.3,NA,NA,84753.5,NA,NA,NA
"675","Isle of Man","833","Europe",2020,10000,84064,11.9,80.6,NA,NA,79513.5,NA,NA,NA
"676","Israel","376","Middle East/North Africa",1990,3e+05,4660000,6.4,76.6,NA,NA,13284.4,NA,NA,30.4
"677","Israel","376","Middle East/North Africa",1995,310000,5545000,5.6,77.5,NA,8.8,18991.5,NA,NA,37
"678","Israel","376","Middle East/North Africa",2000,320000,6289000,5.1,79,NA,11.1,21660.8,16.9,1,48.3
"679","Israel","376","Middle East/North Africa",2005,330000,6930100,4.8,80.2,2.5,11.3,21226.7,13.1,0.8,54.9
"680","Israel","376","Middle East/North Africa",2010,350000,7623600,4.6,81.6,2.5,8.5,31338.6,10.4,0.9,61.9
"681","Israel","376","Middle East/North Africa",2015,350000,8380100,4.2,82.1,2.5,5.3,36124,11.4,1.1,60.8
"682","Israel","376","Middle East/North Africa",2020,380000,9215100,4.1,82.6,2.5,NA,44679.8,16.5,0.9,56.4
"683","Italy","380","Europe",1990,3510000,56719240,6.2,77,NA,NA,20873.8,NA,NA,29.8
"684","Italy","380","Europe",1995,3310000,56844303,5.8,78.2,NA,11.7,20712.2,NA,NA,41.4
"685","Italy","380","Europe",2000,3150000,56942108,5.5,79.8,NA,10.8,20190,78.3,0.8,50.3
"686","Italy","380","Europe",2005,2780000,57969484,4.8,80.8,2.5,7.7,32171.8,63.1,0.5,65.3
"687","Italy","380","Europe",2010,2630000,59277417,4.4,82,2.5,8.4,36184.7,62.6,0.5,65.4
"688","Italy","380","Europe",2015,2740000,60730582,4.5,82.5,2.5,11.9,30387.1,58.6,0.3,60.9
"689","Italy","380","Europe",2020,3350000,59438851,5.6,82.2,2.5,NA,32091.5,58,0.2,68.7
"690","Ivory Coast","384","Sub-Saharan Africa",1990,390000,12189778,3.2,52.8,NA,NA,885.6,NA,NA,NA
"691","Ivory Coast","384","Sub-Saharan Africa",1995,480000,14855565,3.2,51.7,NA,4.1,740.5,NA,NA,3.8
"692","Ivory Coast","384","Sub-Saharan Africa",2000,590000,17699004,3.3,51.4,NA,4.5,936.6,13.2,-1.2,NA
"693","Ivory Coast","384","Sub-Saharan Africa",2005,790000,20068458,3.9,52.4,19.3,5.5,1197.7,1,-1.5,NA
"694","Ivory Coast","384","Sub-Saharan Africa",2010,1020000,22488065,4.5,55.3,16.6,6.7,1553.5,8.1,-1.2,7.5
"695","Ivory Coast","384","Sub-Saharan Africa",2015,1160000,25246342,4.6,58.3,13.2,3.1,1814.7,20,-0.7,8.9
"696","Ivory Coast","384","Sub-Saharan Africa",2020,1270000,28915449,4.4,60.1,8.8,NA,2179.7,13.7,-0.7,9.8
"697","Jamaica","388","Latin America/Caribbean",1990,640000,2379877,26.9,71.7,NA,NA,1929.6,NA,NA,NA
"698","Jamaica","388","Latin America/Caribbean",1995,750000,2500151,30,71.5,NA,16.2,2630.8,NA,NA,NA
"699","Jamaica","388","Latin America/Caribbean",2000,890000,2607826,34.1,71.3,NA,15.5,3453.1,54.5,-0.5,13.7
"700","Jamaica","388","Latin America/Caribbean",2005,950000,2687066,35.4,71.5,7.5,11.3,4184.4,36.9,-0.4,16.8
"701","Jamaica","388","Latin America/Caribbean",2010,1030000,2748568,37.5,72,8.5,12.4,4810,30.8,-0.4,25.3
"702","Jamaica","388","Latin America/Caribbean",2015,1070000,2802534,38.2,72.2,7.9,13.5,5062.9,51,-0.2,26.4
"703","Jamaica","388","Latin America/Caribbean",2020,1190000,2830739,42,71.5,7,NA,4879.4,55.7,-0.2,NA
"704","Japan","392","Asia/Pacific",1990,660000,123478000,0.5,78.8,NA,NA,25801.4,NA,NA,28.3
"705","Japan","392","Asia/Pacific",1995,690000,125472000,0.6,79.5,NA,3.2,44197.6,NA,NA,39.8
"706","Japan","392","Asia/Pacific",2000,740000,126843000,0.6,81.1,NA,4.7,39169.4,88.4,1.3,NA
"707","Japan","392","Asia/Pacific",2005,750000,127773000,0.6,82,2.5,4.4,37812.9,82.5,1.2,NA
"708","Japan","392","Asia/Pacific",2010,790000,128070000,0.6,82.8,3.2,5.1,44968.2,77.7,1.3,NA
"709","Japan","392","Asia/Pacific",2015,8e+05,127141000,0.6,83.8,2.7,3.4,34960.6,87.6,1.5,62.5
"710","Japan","392","Asia/Pacific",2020,860000,126261000,0.7,84.6,2.9,NA,40040.8,85.4,1.5,62.1
"711","Jordan","400","Middle East/North Africa",1990,330000,3621908,9.1,70.1,NA,NA,1148.6,NA,NA,19.9
"712","Jordan","400","Middle East/North Africa",1995,350000,4752096,7.4,70.9,NA,14.6,1415.7,NA,NA,18.9
"713","Jordan","400","Middle East/North Africa",2000,380000,5386945,7,71.9,NA,13.7,1570.6,43.9,0.4,29.6
"714","Jordan","400","Middle East/North Africa",2005,460000,6029587,7.6,73,5.2,14.8,2087.9,41.7,0.3,39.7
"715","Jordan","400","Middle East/North Africa",2010,630000,7297043,8.6,73.8,6.2,12.5,3718.5,34.6,0.1,37.8
"716","Jordan","400","Middle East/North Africa",2015,740000,9544729,7.8,75.1,7,13.1,4042.8,25.7,0.4,36.6
"717","Jordan","400","Middle East/North Africa",2020,850000,10865228,7.8,75.6,15.8,NA,4022,37.7,0.2,30.3
"718","Kazakhstan","398","Asia/Pacific",1990,3e+06,17154054,17.5,65.7,NA,NA,1570,NA,NA,37.9
"719","Kazakhstan","398","Asia/Pacific",1995,3330000,16730536,19.9,63.7,NA,11,1217.8,NA,NA,33.8
"720","Kazakhstan","398","Asia/Pacific",2000,3590000,15501103,23.2,63.8,NA,12.8,1180,49.2,-1.2,32.1
"721","Kazakhstan","398","Asia/Pacific",2005,3750000,15968117,23.5,65.4,7.3,8.1,3577.4,52.9,-1,NA
"722","Kazakhstan","398","Asia/Pacific",2010,3840000,16836810,22.8,68.3,3.2,5.8,8793.1,64,-0.7,47.3
"723","Kazakhstan","398","Asia/Pacific",2015,3930000,18084169,21.7,72,2.5,4.9,10196.1,43.8,-0.5,49
"724","Kazakhstan","398","Asia/Pacific",2020,4250000,19482117,21.8,71.2,2.5,NA,8781.5,38.2,-0.5,64.8
"725","Kenya","404","Sub-Saharan Africa",1990,260000,22892651,1.1,58.3,NA,NA,374.5,NA,NA,NA
"726","Kenya","404","Sub-Saharan Africa",1995,280000,26601751,1,55.9,NA,2.8,340.1,NA,NA,NA
"727","Kenya","404","Sub-Saharan Africa",2000,320000,30642890,1,56.1,NA,2.9,414.6,16.4,-0.9,2.8
"728","Kenya","404","Sub-Saharan Africa",2005,370000,35796484,1,58.5,28.2,2.8,523.5,12.6,-0.9,3
"729","Kenya","404","Sub-Saharan Africa",2010,450000,41598567,1.1,60.9,21.7,2.8,1091.5,12.8,-1,NA
"730","Kenya","404","Sub-Saharan Africa",2015,5e+05,47088526,1.1,62.3,20.5,2.8,1489.1,9.5,-0.5,9.3
"731","Kenya","404","Sub-Saharan Africa",2020,560000,52217334,1.1,61.6,26,NA,1927.7,14.6,-0.6,NA
"732","Kiribati","296","Asia/Pacific",1990,NA,74855,NA,61,NA,NA,488.1,NA,NA,NA
"733","Kiribati","296","Asia/Pacific",1995,NA,81234,NA,63.1,NA,NA,844.4,NA,NA,NA
"734","Kiribati","296","Asia/Pacific",2000,NA,88613,NA,64.7,NA,NA,845.4,NA,0.8,NA
"735","Kiribati","296","Asia/Pacific",2005,NA,98035,NA,65.5,6.2,NA,1161.8,99,0.8,NA
"736","Kiribati","296","Asia/Pacific",2010,NA,108704,NA,65.9,5.1,NA,1522.1,96.7,0.1,NA
"737","Kiribati","296","Asia/Pacific",2015,NA,116815,NA,65.8,2.9,NA,1639.9,72.9,-0.2,NA
"738","Kiribati","296","Asia/Pacific",2020,NA,126099,NA,65.2,3.8,NA,1769.4,90.6,1,NA
"739","Kuwait","414","Middle East/North Africa",1990,90000,1684819,5.3,73.4,NA,NA,10937.5,NA,NA,13.8
"740","Kuwait","414","Middle East/North Africa",1995,1e+05,1681513,6,76,NA,0.8,16168.2,NA,NA,22.3
"741","Kuwait","414","Middle East/North Africa",2000,120000,1954709,6.1,76.2,NA,0.8,19296.3,73,0.6,NA
"742","Kuwait","414","Middle East/North Africa",2005,130000,2236788,5.8,76.8,2.5,1.6,36122.6,55.3,0.5,NA
"743","Kuwait","414","Middle East/North Africa",2010,180000,2943372,6.1,77.7,2.5,1.8,39212.3,61.1,0.6,NA
"744","Kuwait","414","Middle East/North Africa",2015,2e+05,3834574,5.2,79.4,2.5,2.2,29882.2,39.5,0,58.7
"745","Kuwait","414","Middle East/North Africa",2020,220000,4400267,5,78.8,2.5,NA,25236.1,54.2,0.3,53.7
"746","Kyrgyzstan","417","Asia/Pacific",1990,530000,4391236,12.1,68.3,NA,NA,605.8,NA,NA,26.6
"747","Kyrgyzstan","417","Asia/Pacific",1995,560000,4560454,12.3,65.8,NA,5.6,364.3,NA,NA,20.6
"748","Kyrgyzstan","417","Asia/Pacific",2000,570000,4898361.5,11.6,68.6,NA,7.5,279.6,39.7,-0.9,35.3
"749","Kyrgyzstan","417","Asia/Pacific",2005,660000,5162639.5,12.8,68,8.1,8.1,476.5,14.6,-1.1,39.4
"750","Kyrgyzstan","417","Asia/Pacific",2010,730000,5467059,13.3,69.3,7.4,8.6,877,15.2,-1.3,41.2
"751","Kyrgyzstan","417","Asia/Pacific",2015,750000,6040035.5,12.4,70.7,5.9,7.6,1105.7,18.1,-1,44.7
"752","Kyrgyzstan","417","Asia/Pacific",2020,780000,6726595.5,11.6,71.8,5.1,NA,1229.5,28.8,-1,45.9
"753","Laos","418","Asia/Pacific",1990,520000,4311955,12.1,54,NA,NA,200.7,NA,NA,1.1
"754","Laos","418","Asia/Pacific",1995,570000,4929409,11.6,56.3,NA,2.6,357.8,NA,NA,1.6
"755","Laos","418","Asia/Pacific",2000,670000,5431212,12.3,58.3,NA,2,318.7,28,-1.1,2.7
"756","Laos","418","Asia/Pacific",2005,920000,5869523,15.7,60.7,22.4,1.4,466.1,31.1,-1.2,7.7
"757","Laos","418","Asia/Pacific",2010,1230000,6334194,19.4,63.7,15.6,0.7,1125.9,35.5,-1,16.9
"758","Laos","418","Asia/Pacific",2015,1320000,6801645,19.4,66.7,8,0.7,2121,61.9,-0.8,18.2
"759","Laos","418","Asia/Pacific",2020,1330000,7346533,18.1,68.3,6.3,NA,2583.8,69.3,-0.9,12.6
"760","Latvia","428","Europe",1990,220000,2663151,8.3,69.3,NA,NA,NA,NA,NA,24.1
"761","Latvia","428","Europe",1995,230000,2485056,9.3,66.4,NA,19,2256.8,NA,NA,21.9
"762","Latvia","428","Europe",2000,240000,2367550,10.1,70.3,NA,14.2,3278.2,63.5,0.1,56.2
"763","Latvia","428","Europe",2005,280000,2238799,12.5,71.4,2.5,10,7283.8,71.4,0.6,75.4
"764","Latvia","428","Europe",2010,290000,2097555,13.8,73.5,2.5,19.5,11188.4,64.5,0.8,69.1
"765","Latvia","428","Europe",2015,380000,1977527,19.2,74.5,2.5,9.9,13322,60.5,0.8,74.3
"766","Latvia","428","Europe",2020,390000,1900449,20.5,75.2,2.5,NA,17564.2,60.8,0.9,94.5
"767","Lebanon","422","Middle East/North Africa",1990,530000,3595175,14.7,65.5,NA,NA,789.5,NA,NA,NA
"768","Lebanon","422","Middle East/North Africa",1995,550000,3960735,13.9,72.4,NA,8.6,2958.7,NA,NA,NA
"769","Lebanon","422","Middle East/North Africa",2000,570000,4329340,13.2,73.9,NA,8.3,3986.8,31.2,-0.2,28.2
"770","Lebanon","422","Middle East/North Africa",2005,630000,4671102,13.5,76.1,10.6,8.3,4602.2,18.4,-0.2,36.9
"771","Lebanon","422","Middle East/North Africa",2010,720000,5041288,14.3,77.5,5.5,6.4,7625.8,7.1,-0.6,42.3
"772","Lebanon","422","Middle East/North Africa",2015,780000,6472469,12.1,78.3,5.7,6.4,7714.1,7.1,-0.8,38.8
"773","Lebanon","422","Middle East/North Africa",2020,890000,5702398,15.6,76.3,8.9,NA,5561.2,8,-0.9,51.7
"774","Lesotho","426","Sub-Saharan Africa",1990,210000,1809696,11.6,59.3,NA,NA,329.6,NA,NA,1.2
"775","Lesotho","426","Sub-Saharan Africa",1995,140000,1951437,7.2,56.4,NA,37.9,513.4,NA,NA,2.3
"776","Lesotho","426","Sub-Saharan Africa",2000,130000,2003913,6.5,48.8,NA,35.3,442.8,50.8,0.1,2.1
"777","Lesotho","426","Sub-Saharan Africa",2005,160000,1953076,8.2,43.6,NA,30.8,861.4,46.1,-0.2,3.5
"778","Lesotho","426","Sub-Saharan Africa",2010,270000,1996251,13.5,46,NA,26.8,1119.5,62.1,-0.3,NA
"779","Lesotho","426","Sub-Saharan Africa",2015,280000,2104611,13.3,51.8,NA,24.4,1121.2,35.2,-0.2,9.7
"780","Lesotho","426","Sub-Saharan Africa",2020,260000,2235727,11.6,55.1,NA,NA,918.6,38.7,-0.5,NA
"781","Liberia","430","Sub-Saharan Africa",1990,530000,2223667,23.8,37.6,NA,NA,172.9,NA,NA,NA
"782","Liberia","430","Sub-Saharan Africa",1995,550000,2169162,25.4,44.6,NA,2.3,62.1,NA,NA,NA
"783","Liberia","430","Sub-Saharan Africa",2000,260000,2928117,8.9,51.9,NA,2.3,298.5,3.2,-1.9,18
"784","Liberia","430","Sub-Saharan Africa",2005,390000,3301015,11.8,56.8,33.4,2.2,287.5,11.2,-1.3,NA
"785","Liberia","430","Sub-Saharan Africa",2010,240000,4058890,5.9,59.4,32.9,2.3,492.3,29.4,-1,9.4
"786","Liberia","430","Sub-Saharan Africa",2015,220000,4659431,4.7,59.2,35.6,2.1,692.6,20.5,-0.9,NA
"787","Liberia","430","Sub-Saharan Africa",2020,250000,5149463,4.8,61.3,37.5,NA,616.8,35.4,-1,NA
"788","Libya","434","Middle East/North Africa",1990,80000,4445239,1.8,69.3,NA,NA,6502.3,NA,NA,11.5
"789","Libya","434","Middle East/North Africa",1995,80000,4906843,1.6,70.6,NA,19,5205.3,NA,NA,NA
"790","Libya","434","Middle East/North Africa",2000,80000,5305021,1.5,70.5,NA,19,7214.1,34.9,-1,53
"791","Libya","434","Middle East/North Africa",2005,1e+05,5858798,1.7,71.4,4.8,18.9,8079.2,60.7,-1,NA
"792","Libya","434","Middle East/North Africa",2010,130000,6497839,2,72.2,6.6,19,11600.9,47.4,-1,NA
"793","Libya","434","Middle East/North Africa",2015,160000,6531819,2.5,71.6,7.8,18.9,7458.5,3.3,-1.5,NA
"794","Libya","434","Middle East/North Africa",2020,190000,7045399,2.7,72.4,11,NA,6650.3,2.4,-1.9,NA
"795","Liechtenstein","438","Europe",1990,NA,28742,NA,78.3,NA,NA,49457.6,NA,NA,NA
"796","Liechtenstein","438","Europe",1995,NA,30776,NA,77.4,NA,NA,78909.7,NA,NA,NA
"797","Liechtenstein","438","Europe",2000,NA,32645,NA,76.8,NA,NA,76087.9,86.8,1.5,NA
"798","Liechtenstein","438","Europe",2005,NA,34753,NA,80.7,NA,NA,105295.1,99,1,24.5
"799","Liechtenstein","438","Europe",2010,NA,36022,NA,81.8,NA,NA,141089.8,99.5,1.6,36
"800","Liechtenstein","438","Europe",2015,NA,37494,NA,82.7,NA,NA,167187.2,98.6,1.6,33.5
"801","Liechtenstein","438","Europe",2020,NA,38901,NA,81.7,NA,NA,164671.1,99.5,1.7,42.6
"802","Lithuania","440","Europe",1990,350000,3697838,9.5,71.2,NA,NA,NA,NA,NA,32.5
"803","Lithuania","440","Europe",1995,350000,3629102,9.6,69,NA,17.5,2182.7,NA,NA,26.1
"804","Lithuania","440","Europe",2000,360000,3499536,10.3,72,NA,15.9,3300.6,64,0.2,50.9
"805","Lithuania","440","Europe",2005,420000,3322528,12.6,71.3,2.5,8.3,7857,69.9,0.6,79.7
"806","Lithuania","440","Europe",2010,530000,3097282,17.1,73.3,2.5,17.8,11829.1,70.6,0.8,86.6
"807","Lithuania","440","Europe",2015,570000,2904910,19.6,74.3,2.5,9.1,14300.3,70.5,1,67.7
"808","Lithuania","440","Europe",2020,670000,2794885,24,75,2.5,NA,20541.8,78.8,0.9,69.1
"809","Luxembourg","442","Europe",1990,40000,381850,10.5,74.8,NA,NA,33465.5,NA,NA,NA
"810","Luxembourg","442","Europe",1995,40000,408625,9.8,76.5,NA,2.9,51032.3,NA,NA,7.5
"811","Luxembourg","442","Europe",2000,40000,436300,9.2,77.9,NA,2.3,48659.6,98.9,1.8,10
"812","Luxembourg","442","Europe",2005,50000,465158,10.8,79.4,2.5,4.5,80988.1,95.1,1.8,NA
"813","Luxembourg","442","Europe",2010,60000,506953,11.8,80.6,2.5,4.4,110886,99.1,1.8,18.2
"814","Luxembourg","442","Europe",2015,70000,569604,12.3,82.3,2.5,6.7,105462,98.1,1.8,20.3
"815","Luxembourg","442","Europe",2020,80000,630419,12.7,82.1,2.5,NA,116905.4,93.4,1.7,20
"816","Macao","446","Asia/Pacific",1990,1e+05,334950,29.9,76.4,NA,NA,9692.4,NA,NA,29.2
"817","Macao","446","Asia/Pacific",1995,1e+05,409300,24.4,76.8,NA,3.6,17215.1,NA,NA,NA
"818","Macao","446","Asia/Pacific",2000,110000,430600,25.6,80.2,NA,6.8,15732,67.7,0.2,26
"819","Macao","446","Asia/Pacific",2005,120000,473500,25.3,81.3,16,4.1,25681.2,93.2,0.7,57.1
"820","Macao","446","Asia/Pacific",2010,130000,537000,24.2,82.3,10.4,2.8,52591.8,64.9,0.7,63.4
"821","Macao","446","Asia/Pacific",2015,140000,642900,21.8,83.2,6.3,1.8,70070.3,91.9,0.9,76.2
"822","Macao","446","Asia/Pacific",2020,150000,685400,21.9,84.1,8.7,NA,36976.3,89.2,0.8,86.8
"823","Madagascar","450","Sub-Saharan Africa",1990,60000,12055639,0.5,52.1,NA,NA,326.1,NA,NA,3.2
"824","Madagascar","450","Sub-Saharan Africa",1995,70000,14051275,0.5,54.8,NA,5.8,273.1,NA,NA,2.2
"825","Madagascar","450","Sub-Saharan Africa",2000,80000,16516338,0.5,58,NA,5.8,280.3,52.9,-0.2,2.1
"826","Madagascar","450","Sub-Saharan Africa",2005,150000,19159707,0.8,60.7,33.5,2.6,305.8,45.1,-0.4,2.6
"827","Madagascar","450","Sub-Saharan Africa",2010,160000,22183340,0.7,62.6,26.9,4.3,450,17.1,-0.9,3.6
"828","Madagascar","450","Sub-Saharan Africa",2015,180000,25426702,0.7,63.4,30.8,1.8,445.3,30.5,-0.7,4.7
"829","Madagascar","450","Sub-Saharan Africa",2020,2e+05,28953556,0.7,62.7,37.6,NA,450.8,26.4,-0.9,5.7
"830","Malawi","454","Sub-Saharan Africa",1990,150000,9545852,1.6,43.6,NA,NA,286.7,NA,NA,0.5
"831","Malawi","454","Sub-Saharan Africa",1995,160000,10150117,1.6,43.8,NA,5.9,200.4,NA,NA,0.6
"832","Malawi","454","Sub-Saharan Africa",2000,2e+05,11315942,1.8,46.2,NA,5.9,224.2,34.4,-0.5,0.3
"833","Malawi","454","Sub-Saharan Africa",2005,250000,12840031,2,52.5,21.3,5.9,414.4,49.5,-0.1,0.5
"834","Malawi","454","Sub-Saharan Africa",2010,310000,14826463,2.1,57.8,13.6,5.9,683.1,47.9,-0.1,0.7
"835","Malawi","454","Sub-Saharan Africa",2015,390000,17085587,2.3,62.3,15.5,5.8,539.6,48.1,-0.3,NA
"836","Malawi","454","Sub-Saharan Africa",2020,390000,19533888,2,65.2,19,NA,602.5,43.9,-0.3,NA
"837","Malaysia","458","Asia/Pacific",1990,710000,17833171,4,71,NA,NA,2468.7,NA,NA,7.4
"838","Malaysia","458","Asia/Pacific",1995,1e+06,20330599,4.9,72,NA,3.2,4363.1,NA,NA,11.6
"839","Malaysia","458","Asia/Pacific",2000,1310000,22967816,5.7,72.7,NA,3,4083.5,49.7,0.2,27
"840","Malaysia","458","Asia/Pacific",2005,1520000,25836071,5.9,74.4,3.2,3.5,5555.6,64.6,0.4,27.7
"841","Malaysia","458","Asia/Pacific",2010,1780000,28655776,6.2,75.4,3.5,3.2,8899.3,51.2,0.4,36.7
"842","Malaysia","458","Asia/Pacific",2015,1990000,31232798,6.4,75.3,3.5,3.1,9648.7,56.7,0.4,44.9
"843","Malaysia","458","Asia/Pacific",2020,2060000,33889558,6.1,76.1,2.5,NA,9957.5,51.9,0.6,42.4
"844","Maldives","462","Asia/Pacific",1990,NA,224762,NA,63.1,NA,NA,956.8,NA,NA,NA
"845","Maldives","462","Asia/Pacific",1995,NA,256649,NA,67,NA,0.8,1554.6,NA,NA,NA
"846","Maldives","462","Asia/Pacific",2000,NA,282019,NA,70.9,NA,2,2213.8,87.8,0.3,NA
"847","Maldives","462","Asia/Pacific",2005,NA,306429,NA,74.8,NA,2.9,3796.5,70.9,0.1,NA
"848","Maldives","462","Asia/Pacific",2010,NA,360792,NA,76.8,NA,4.1,7173.6,40.3,-0.3,NA
"849","Maldives","462","Asia/Pacific",2015,NA,428154,NA,78.6,NA,5.7,9644.9,59.5,-0.6,NA
"850","Maldives","462","Asia/Pacific",2020,NA,502118,NA,78.7,NA,NA,7393.9,57.5,-0.2,28.3
"851","Mali","466","Sub-Saharan Africa",1990,670000,9178830,7.3,46.5,NA,NA,292.2,NA,NA,0.6
"852","Mali","466","Sub-Saharan Africa",1995,860000,10185365,8.4,48.3,NA,3.3,265.7,NA,NA,0.9
"853","Mali","466","Sub-Saharan Africa",2000,810000,11559290,7,50.6,NA,5.3,256.2,56.1,-0.2,1.8
"854","Mali","466","Sub-Saharan Africa",2005,950000,13538647,7,53.8,13.1,9.8,461.5,52.4,-0.1,NA
"855","Mali","466","Sub-Saharan Africa",2010,1060000,15945198,6.7,56,6.6,8.1,670.4,39.3,-0.4,5.7
"856","Mali","466","Sub-Saharan Africa",2015,1290000,18593022,6.9,57.9,4.8,7.7,704.8,7.6,-0.8,5.3
"857","Mali","466","Sub-Saharan Africa",2020,1370000,21713836,6.3,58.9,4.6,NA,804.3,3.8,-0.9,NA
"858","Malta","470","Europe",1990,110000,354170,31.1,76,NA,NA,7192.4,NA,NA,10.1
"859","Malta","470","Europe",1995,110000,377419,29.1,77.3,NA,6.2,9828.2,NA,NA,20.4
"860","Malta","470","Europe",2000,110000,390087,28.2,78.3,NA,6.3,10348.5,98.4,1.4,21.9
"861","Malta","470","Europe",2005,1e+05,403834,24.8,79.3,2.5,6.9,15831.3,96.6,1.4,32.2
"862","Malta","470","Europe",2010,1e+05,414508,24.1,81.4,2.5,6.8,21946.6,91.9,1.4,36.8
"863","Malta","470","Europe",2015,90000,445053,20.2,81.9,2.5,5.4,25481.9,87.1,1.1,46.9
