"","country","countryCode","region","year","count","population","share","lifeExpectency","undernourishment","unemployment","gdpPerCapita","politicalStability","ruleOfLaw","tertiaryEducation"
"1098","Peru","604","Latin America/Caribbean",2000,730000,26598331,2.7,69.8,NA,5.7,1945.4,18,-0.7,33.3
"1099","Peru","604","Latin America/Caribbean",2005,1010000,28101180,3.6,72,17.7,4.9,2706.7,18.9,-0.7,32.4
"1100","Peru","604","Latin America/Caribbean",2010,1350000,29086019,4.6,72.9,8.5,3.5,5072.1,16.6,-0.6,NA
"1101","Peru","604","Latin America/Caribbean",2015,1470000,30457600,4.8,75.7,5.8,3,6231.7,32.4,-0.5,NA
"1102","Peru","604","Latin America/Caribbean",2020,1580000,32838579,4.8,73.8,6.7,NA,6133.3,34.4,-0.4,NA
"1103","Philippines","608","Asia/Pacific",1990,2200000,62854666,3.5,64.4,NA,NA,803.6,NA,NA,24.3
"1104","Philippines","608","Asia/Pacific",1995,2610000,70546246,3.7,66.3,NA,3.7,1199.8,NA,NA,27.4
"1105","Philippines","608","Asia/Pacific",2000,3200000,79625397,4,67.8,NA,3.7,1050.8,11.1,-0.4,NA
"1106","Philippines","608","Asia/Pacific",2005,3850000,88015962,4.4,68.4,14.6,3.8,1220.5,14.1,-0.3,28.6
"1107","Philippines","608","Asia/Pacific",2010,4860000,96337125,5,68.9,13.1,3.6,2162.9,5.2,-0.6,29.4
"1108","Philippines","608","Asia/Pacific",2015,5710000,105312992,5.4,69.4,10,3.1,2909.9,19.5,-0.4,38.1
"1109","Philippines","608","Asia/Pacific",2020,6400000,112081264,5.7,70.1,5.8,NA,3227.6,19.8,-0.7,32.8
"1110","Poland","616","Europe",1990,1740000,38110782,4.6,70.9,NA,NA,1731.2,NA,NA,20.5
"1111","Poland","616","Europe",1995,1820000,38594998,4.7,71.9,NA,13.3,3701,NA,NA,30.6
"1112","Poland","616","Europe",2000,2090000,38258629,5.5,73.7,NA,16.3,4520.6,59.3,0.6,50.4
"1113","Poland","616","Europe",2005,2950000,38165445,7.7,75,2.5,17.7,8043.9,56.8,0.5,63.8
"1114","Poland","616","Europe",2010,3780000,38042794,9.9,76.2,2.5,9.6,12567.7,84.4,0.7,76.6
"1115","Poland","616","Europe",2015,4150000,37986412,10.9,77.5,2.5,7.5,12637.5,74.8,0.8,69.4
"1116","Poland","616","Europe",2020,4920000,37899070,13,76.4,2.5,NA,15987.6,62.3,0.5,71
"1117","Portugal","620","Europe",1990,1940000,9983218,19.4,74,NA,NA,7884.6,NA,NA,19.8
"1118","Portugal","620","Europe",1995,1970000,10026176,19.6,75.3,NA,7.1,11781.4,NA,NA,36.2
"1119","Portugal","620","Europe",2000,2030000,10289898,19.7,76.3,NA,3.8,11526.4,94.7,1.2,NA
"1120","Portugal","620","Europe",2005,1780000,10503330,17,78.1,2.5,7.6,18780.1,80.6,1.2,NA
"1121","Portugal","620","Europe",2010,1990000,10573100,18.8,79,2.5,10.8,22551.9,71.1,1,NA
"1122","Portugal","620","Europe",2015,2030000,10358076,19.6,81.1,2.5,12.4,19215.8,78.1,1.1,61.9
"1123","Portugal","620","Europe",2020,2140000,10297081,20.8,81.3,2.5,NA,22299.4,83.5,1.2,67.8
"1124","Puerto Rico","630","Latin America/Caribbean",1990,1380000,3537000,39,72.8,NA,NA,8652.5,NA,NA,NA
"1125","Puerto Rico","630","Latin America/Caribbean",1995,1500000,3683103,40.7,73.6,NA,13.9,11579.2,NA,NA,NA
"1126","Puerto Rico","630","Latin America/Caribbean",2000,1680000,3810605,44.1,75.5,NA,10.1,16192.1,57.7,1,NA
"1127","Puerto Rico","630","Latin America/Caribbean",2005,1740000,3821362,45.5,76.7,NA,11.4,21959.3,60.2,0.6,NA
"1128","Puerto Rico","630","Latin America/Caribbean",2010,1820000,3721525,48.9,78.7,NA,16.1,26435.7,57.3,0.8,90.5
"1129","Puerto Rico","630","Latin America/Caribbean",2015,1810000,3473232,52.1,80.7,NA,12,29763.5,73.8,0.7,98.3
"1130","Puerto Rico","630","Latin America/Caribbean",2020,2010000,3281557,61.2,80,NA,NA,31427.4,60.4,0.6,NA
"1131","Qatar","634","Middle East/North Africa",1990,10000,440175,2.3,73.4,NA,NA,16721.6,NA,NA,17.9
"1132","Qatar","634","Middle East/North Africa",1995,10000,514325,1.9,74.4,NA,2.7,15822.5,NA,NA,20.3
"1133","Qatar","634","Middle East/North Africa",2000,20000,644989,3.1,75.2,NA,1.6,27535.2,85.7,0.5,NA
"1134","Qatar","634","Middle East/North Africa",2005,20000,825408,2.4,76.9,NA,1.1,53949.7,81.1,0.6,14.7
"1135","Qatar","634","Middle East/North Africa",2010,20000,1616832,1.2,79.4,NA,0.4,77387.3,90,0.8,9.6
"1136","Qatar","634","Middle East/North Africa",2015,20000,2344557,0.8,81.8,NA,0.2,68985.3,82.4,0.7,15.9
"1137","Qatar","634","Middle East/North Africa",2020,30000,2794148,1.1,80.4,NA,NA,51683.5,68.9,1,23.8
"1138","Republic of the Congo","178","Sub-Saharan Africa",1990,1e+05,2380560,4.2,57.1,NA,NA,1175.7,NA,NA,4.6
"1139","Republic of the Congo","178","Sub-Saharan Africa",1995,120000,2749461,4.4,55.5,NA,19.9,769.6,NA,NA,NA
"1140","Republic of the Congo","178","Sub-Saharan Africa",2000,140000,3151345,4.4,55.4,NA,19.9,1024.3,19.6,-1.3,5.3
"1141","Republic of the Congo","178","Sub-Saharan Africa",2005,180000,3696393,4.9,58.7,29.1,19.8,1799.1,15,-1.5,NA
"1142","Republic of the Congo","178","Sub-Saharan Africa",2010,190000,4462290,4.3,61.7,40.5,14,2946.6,34.1,-1.2,NA
"1143","Republic of the Congo","178","Sub-Saharan Africa",2015,230000,5097581,4.5,63.7,29.3,9.9,2439.4,26.7,-1.1,11.6
"1144","Republic of the Congo","178","Sub-Saharan Africa",2020,240000,5752791,4.2,64.4,27.8,NA,1993.6,40.1,-1.1,NA
"1145","Reunion","638","Sub-Saharan Africa",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1146","Reunion","638","Sub-Saharan Africa",2005,NA,NA,NA,NA,NA,NA,NA,NA,1.1,NA
"1147","Reunion","638","Sub-Saharan Africa",2010,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA
"1148","Reunion","638","Sub-Saharan Africa",2015,NA,NA,NA,NA,NA,NA,NA,NA,1.1,NA
"1149","Reunion","638","Sub-Saharan Africa",2020,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA
"1150","Romania","642","Europe",1990,840000,23201835,3.6,69.7,NA,NA,1648.5,NA,NA,8.2
"1151","Romania","642","Europe",1995,1e+06,22684270,4.4,69.5,NA,8,1650,NA,NA,14.1
"1152","Romania","642","Europe",2000,1160000,22442971,5.2,71.2,NA,7,1659.9,32.8,-0.2,23.3
"1153","Romania","642","Europe",2005,2130000,21319685,10,71.9,2.5,7.2,4618,48.5,-0.2,45.5
"1154","Romania","642","Europe",2010,3390000,20246871,16.7,73.5,2.5,7,8399.5,54,0.1,75.2
"1155","Romania","642","Europe",2015,3460000,19815616,17.5,74.9,2.5,6.8,8977,54.3,0.2,49.4
"1156","Romania","642","Europe",2020,4040000,19265250,21,74.3,2.5,NA,13082.3,62.7,0.4,53.5
"1157","Russia","643","Europe",1990,13490000,147969406,9.1,68.9,NA,NA,3494.1,NA,NA,52.9
"1158","Russia","643","Europe",1995,12330000,148375787,8.3,64.7,NA,9.4,2665.8,NA,NA,42.7
"1159","Russia","643","Europe",2000,11330000,146596869,7.7,65.5,NA,10.6,1771.6,10.6,-1.1,55.2
"1160","Russia","643","Europe",2005,11010000,143518814,7.7,65.5,2.5,7.1,5323.5,11.7,-1,72.2
"1161","Russia","643","Europe",2010,10840000,142849468,7.6,68.8,2.5,7.4,10675,18.5,-0.8,NA
"1162","Russia","643","Europe",2015,10970000,144640716,7.6,71.2,2.5,5.6,9277.7,13.8,-0.8,84.2
"1163","Russia","643","Europe",2020,11570000,145245148,8,71.3,2.5,NA,10108.3,22.6,-0.8,57.2
"1164","Rwanda","646","Sub-Saharan Africa",1990,610000,7375307,8.3,47.8,NA,NA,345.8,NA,NA,0.6
"1165","Rwanda","646","Sub-Saharan Africa",1995,2170000,5674118,38.2,41.5,NA,0.5,228,NA,NA,NA
"1166","Rwanda","646","Sub-Saharan Africa",2000,350000,8213931,4.3,47.8,NA,0.8,251.9,6.3,-1.4,1.2
"1167","Rwanda","646","Sub-Saharan Africa",2005,320000,9054528,3.5,57,36.9,0.9,324,18,-0.9,2.9
"1168","Rwanda","646","Sub-Saharan Africa",2010,4e+05,10317553,3.9,62.8,35.7,1.1,593.6,36,-0.3,5.8
"1169","Rwanda","646","Sub-Saharan Africa",2015,530000,11640022,4.6,65.4,34.7,1.1,734,45.7,0,7.5
"1170","Rwanda","646","Sub-Saharan Africa",2020,520000,13065837,4,67,34.7,NA,778.7,49.5,0.1,7.6
"1171","Samoa","882","Asia/Pacific",1990,80000,169042,47.3,67.8,NA,NA,744,NA,NA,NA
"1172","Samoa","882","Asia/Pacific",1995,90000,174571,51.5,69.5,NA,3.1,1288.1,NA,NA,NA
"1173","Samoa","882","Asia/Pacific",2000,1e+05,181685,55,70.8,NA,4.6,1424.8,92.1,1,6.9
"1174","Samoa","882","Asia/Pacific",2005,1e+05,186978,53.5,71.5,2.8,5.2,2550,87.4,1.1,NA
"1175","Samoa","882","Asia/Pacific",2010,110000,193023,57,71.5,4.1,5.6,3524.2,72,0.7,NA
"1176","Samoa","882","Asia/Pacific",2015,120000,201782,59.5,71.1,4.5,8.7,4084.4,91.4,0.7,NA
"1177","Samoa","882","Asia/Pacific",2020,140000,211944,66.1,70.7,4.4,NA,4099.7,89.6,1,16.4
"1178","San Marino","674","Europe",1990,NA,23475,NA,77.8,NA,NA,NA,NA,NA,NA
"1179","San Marino","674","Europe",1995,NA,25158,NA,79,NA,NA,NA,NA,NA,NA
"1180","San Marino","674","Europe",2000,NA,26799,NA,80.5,NA,NA,37600.7,NA,0.8,62.8
"1181","San Marino","674","Europe",2005,NA,29836,NA,81.9,NA,NA,59877.8,85,0.8,NA
"1182","San Marino","674","Europe",2010,NA,33270,NA,83.5,NA,NA,56543.2,98.6,0.9,66.4
"1183","San Marino","674","Europe",2015,NA,32897,NA,84.6,NA,NA,43146.8,97.6,1.5,NA
"1184","San Marino","674","Europe",2020,NA,34770,NA,82.7,NA,NA,44426.6,92.5,1.6,55.1
"1185","Sao Tome and Principe","678","Sub-Saharan Africa",1990,20000,122980,16.3,60.7,NA,NA,970.1,NA,NA,NA
"1186","Sao Tome and Principe","678","Sub-Saharan Africa",1995,20000,134895,14.8,60.5,NA,14.4,768.7,NA,NA,NA
"1187","Sao Tome and Principe","678","Sub-Saharan Africa",2000,30000,144018,20.8,61.2,NA,14.4,529.1,85.2,0.2,NA
"1188","Sao Tome and Principe","678","Sub-Saharan Africa",2005,30000,161639,18.6,62.4,10.3,16.5,844.2,65,-0.5,NA
"1189","Sao Tome and Principe","678","Sub-Saharan Africa",2010,60000,181802,33,63.9,16.5,14.7,1045.2,50.7,-0.7,4.2
"1190","Sao Tome and Principe","678","Sub-Saharan Africa",2015,1e+05,200291,49.9,66,18.1,13.5,1298.1,52.4,-0.8,12.9
"1191","Sao Tome and Principe","678","Sub-Saharan Africa",2020,1e+05,217435,46,68,15.5,NA,2167.2,61.8,-0.7,NA
"1192","Saudi Arabia","682","Middle East/North Africa",1990,110000,10640691,1,68.9,NA,NA,11054.7,NA,NA,9.1
"1193","Saudi Arabia","682","Middle East/North Africa",1995,140000,13289245,1,70.9,NA,6.4,10786.4,NA,NA,12.3
"1194","Saudi Arabia","682","Middle East/North Africa",2000,160000,16177722,1,72.6,NA,4.6,11714.6,55.6,-0.2,18
"1195","Saudi Arabia","682","Middle East/North Africa",2005,190000,20559890,0.9,74.4,4.5,6.1,15975.7,38.8,0,31.2
"1196","Saudi Arabia","682","Middle East/North Africa",2010,220000,23978487,0.9,75.6,7.8,5.6,22028.4,37.4,0.1,34.4
"1197","Saudi Arabia","682","Middle East/North Africa",2015,290000,29816382,1,77.8,4.2,5.6,22453.6,23.8,0.1,56.6
"1198","Saudi Arabia","682","Middle East/North Africa",2020,310000,31552510,1,77.6,4,NA,23271.4,23.6,0.2,74.8
"1199","Senegal","686","Sub-Saharan Africa",1990,380000,7720523,4.9,56.7,NA,NA,957.3,NA,NA,NA
"1200","Senegal","686","Sub-Saharan Africa",1995,370000,8848101,4.2,57.3,NA,5.6,715,NA,NA,NA
"1201","Senegal","686","Sub-Saharan Africa",2000,410000,9968260,4.1,57.6,NA,5.6,603.2,27.5,0.1,NA
"1202","Senegal","686","Sub-Saharan Africa",2005,480000,11235472,4.3,61,18,8.9,979.8,39.8,0,5.4
"1203","Senegal","686","Sub-Saharan Africa",2010,570000,12635413,4.5,64.2,10.9,10.3,1275.9,31.8,-0.4,7.6
"1204","Senegal","686","Sub-Saharan Africa",2015,610000,14593331,4.2,66.5,9.6,6.8,1218,41.9,-0.2,10.9
"1205","Senegal","686","Sub-Saharan Africa",2020,710000,16789219,4.2,67.5,4.7,NA,1461.1,42.5,-0.3,14.2
"1206","Serbia","688","Europe",1990,750000,7897937,9.5,72.2,NA,NA,NA,NA,NA,NA
"1207","Serbia","688","Europe",1995,930000,7628264,12.2,72.6,NA,13.4,2349.4,NA,NA,NA
"1208","Serbia","688","Europe",2000,1150000,7516346,15.3,71.6,NA,12.6,974.7,7.9,-1.3,NA
"1209","Serbia","688","Europe",2005,990000,7440769,13.3,72.8,2.6,20.9,3808,24.8,-0.9,44.4
"1210","Serbia","688","Europe",2010,960000,7291436,13.2,74.3,2.5,19.2,5970.9,31.3,-0.4,49.5
"1211","Serbia","688","Europe",2015,840000,7095383,11.8,75.3,2.5,17.7,5820.3,55.2,-0.1,59
"1212","Serbia","688","Europe",2020,1020000,6899126,14.8,74.5,2.5,NA,8098.7,42,-0.1,68.6
"1213","Seychelles","690","Sub-Saharan Africa",1990,40000,69507,57.5,68.1,NA,NA,5642.1,NA,NA,NA
"1214","Seychelles","690","Sub-Saharan Africa",1995,30000,75304,39.8,72.5,NA,NA,7180.7,NA,NA,NA
"1215","Seychelles","690","Sub-Saharan Africa",2000,20000,81131,24.6,72.8,NA,NA,8063.7,92.1,0.7,NA
"1216","Seychelles","690","Sub-Saharan Africa",2005,20000,82858,24.1,72.1,2.6,NA,11802.1,77.2,0.4,NA
"1217","Seychelles","690","Sub-Saharan Africa",2010,30000,89770,33.4,73.2,3.8,NA,10934.8,76.8,0.1,NA
"1218","Seychelles","690","Sub-Saharan Africa",2015,30000,93419,32.1,74.3,3.9,NA,15333.1,67.6,0.3,16.4
"1219","Seychelles","690","Sub-Saharan Africa",2020,30000,98462,30.5,77.2,2.5,NA,14041.5,70.3,0.2,26.9
"1220","Sierra Leone","694","Sub-Saharan Africa",1990,70000,4196828,1.7,43.7,NA,NA,154.8,NA,NA,1.4
"1221","Sierra Leone","694","Sub-Saharan Africa",1995,480000,4179179,11.5,42.6,NA,3.4,208.4,NA,NA,NA
"1222","Sierra Leone","694","Sub-Saharan Africa",2000,530000,4423611,12,44.8,NA,3.4,143.7,5.3,-1.3,1.6
"1223","Sierra Leone","694","Sub-Saharan Africa",2005,170000,5501712,3.1,48.3,46.2,3.5,462.6,32,-1.2,NA
"1224","Sierra Leone","694","Sub-Saharan Africa",2010,140000,6222714,2.2,51.9,27.1,4.2,648.1,37,-0.9,NA
"1225","Sierra Leone","694","Sub-Saharan Africa",2015,150000,7037655,2.1,55.5,24.5,4.6,945.1,42.4,-0.9,NA
"1226","Sierra Leone","694","Sub-Saharan Africa",2020,160000,7912558,2,59.7,28.2,NA,845.3,35.8,-0.8,NA
"1227","Singapore","702","Asia/Pacific",1990,170000,3047132,5.6,75.3,NA,NA,11861.8,NA,NA,NA
"1228","Singapore","702","Asia/Pacific",1995,180000,3524506,5.1,76.3,NA,3.3,24914.9,NA,NA,NA
"1229","Singapore","702","Asia/Pacific",2000,2e+05,4027887,5,78,NA,3.7,23852.8,84.1,1.3,NA
"1230","Singapore","702","Asia/Pacific",2005,250000,4265762,5.9,80,NA,5.6,29961.3,88.8,1.7,NA
"1231","Singapore","702","Asia/Pacific",2010,3e+05,5076732,5.9,81.5,NA,4.1,47236.7,90.5,1.6,NA
"1232","Singapore","702","Asia/Pacific",2015,340000,5535002,6.1,82.7,NA,3.8,55645.6,95.2,1.8,NA
"1233","Singapore","702","Asia/Pacific",2020,370000,5685807,6.5,83.5,NA,NA,61466.8,97.2,1.8,93.1
"1234","Sint Maarten","534","Latin America/Caribbean",1990,NA,28061,NA,72.4,NA,NA,NA,NA,NA,NA
"1235","Sint Maarten","534","Latin America/Caribbean",1995,NA,31772,NA,72.8,NA,NA,NA,NA,NA,NA
"1236","Sint Maarten","534","Latin America/Caribbean",2000,NA,30773,NA,74.4,NA,NA,NA,NA,NA,NA
"1237","Sint Maarten","534","Latin America/Caribbean",2005,NA,32057,NA,74.7,NA,NA,NA,NA,NA,NA
"1238","Sint Maarten","534","Latin America/Caribbean",2010,NA,33794,NA,74.8,NA,NA,26403.8,NA,NA,NA
"1239","Sint Maarten","534","Latin America/Caribbean",2015,NA,37471,NA,75.9,NA,NA,37839.6,NA,NA,4.2
"1240","Sint Maarten","534","Latin America/Caribbean",2020,NA,41008,NA,75,NA,NA,30150.9,NA,NA,NA
"1241","Slovakia","703","Europe",1990,130000,5299187,2.5,70.9,NA,NA,2437.2,NA,NA,NA
"1242","Slovakia","703","Europe",1995,190000,5361999,3.5,72.3,NA,13.1,4882.5,NA,NA,18.2
"1243","Slovakia","703","Europe",2000,250000,5388720,4.6,73.1,NA,19.1,5421.6,70.9,0.3,28.7
"1244","Slovakia","703","Europe",2005,270000,5372807,5,73.9,5.6,16.3,11641.5,76.7,0.5,40.8
"1245","Slovakia","703","Europe",2010,260000,5391428,4.8,75.1,5.2,14.4,16899.4,86.7,0.6,58
"1246","Slovakia","703","Europe",2015,350000,5423801,6.4,76.6,5.7,11.5,16442.1,75.2,0.5,52.7
"1247","Slovakia","703","Europe",2020,420000,5458827,7.7,76.9,2.8,NA,19735.5,67.5,0.7,48.4
"1248","Slovenia","705","Europe",1990,1e+05,1998161,5,73.2,NA,NA,9925.1,NA,NA,23.1
"1249","Slovenia","705","Europe",1995,120000,1989872,6,74,NA,7.2,10738.1,NA,NA,29.5
"1250","Slovenia","705","Europe",2000,130000,1988925,6.5,75.4,NA,6.9,10135.7,77.2,1,55.4
"1251","Slovenia","705","Europe",2005,120000,2000474,6,77.6,2.5,6.5,17969.7,85.9,0.9,81.3
"1252","Slovenia","705","Europe",2010,120000,2048583,5.9,79.4,2.5,7.2,23329.8,77.3,1,90.3
"1253","Slovenia","705","Europe",2015,140000,2063531,6.8,80.8,2.5,9,20697.3,80,0.9,82.2
"1254","Slovenia","705","Europe",2020,160000,2102419,7.6,80.5,2.5,NA,25392.1,69.8,1,75.8
"1255","Solomon Islands","090","Asia/Pacific",1990,NA,331435,NA,66.2,NA,NA,648.3,NA,NA,NA
"1256","Solomon Islands","090","Asia/Pacific",1995,NA,384733,NA,66.7,NA,2.1,1220.2,NA,NA,NA
"1257","Solomon Islands","090","Asia/Pacific",2000,NA,440469,NA,67.1,NA,2.1,953.2,23.8,0.6,NA
"1258","Solomon Islands","090","Asia/Pacific",2005,NA,483080,NA,67.8,12,2,1144.5,45.6,-0.8,NA
"1259","Solomon Islands","090","Asia/Pacific",2010,NA,532968,NA,68.7,14.2,1.7,1685.2,56.4,-0.6,NA
"1260","Solomon Islands","090","Asia/Pacific",2015,NA,639415,NA,69.3,18.3,0.7,2045.5,66.2,-0.5,NA
"1261","Solomon Islands","090","Asia/Pacific",2020,NA,744498,NA,69.3,19.4,NA,2063.3,64.6,0,NA
"1262","Somalia","706","Sub-Saharan Africa",1990,890000,7082811,12.6,46.9,NA,NA,145.6,NA,NA,NA
"1263","Somalia","706","Sub-Saharan Africa",1995,1060000,7285007,14.6,50.6,NA,11.7,210.7,NA,NA,NA
"1264","Somalia","706","Sub-Saharan Africa",2000,1100000,8838713,12.4,50.7,NA,11.8,386.1,3.7,-2.2,NA
"1265","Somalia","706","Sub-Saharan Africa",2005,1150000,10644228,10.8,50.9,70,11.7,440,0,-2.2,NA
"1266","Somalia","706","Sub-Saharan Africa",2010,1690000,12261756,13.8,48.9,71.4,11.7,219.2,0,-2.4,NA
"1267","Somalia","706","Sub-Saharan Africa",2015,2160000,13806963,15.6,55.1,60,11.6,445.6,2.4,-2.3,NA
"1268","Somalia","706","Sub-Saharan Africa",2020,2150000,16651191,12.9,57.1,51.1,NA,518.2,1.4,-2.3,NA
"1269","South Africa","710","Sub-Saharan Africa",1990,320000,40746268,0.8,62.9,NA,NA,3093.5,NA,NA,10.1
"1270","South Africa","710","Sub-Saharan Africa",1995,410000,44541554,0.9,61.6,NA,30.2,3855.6,NA,NA,NA
"1271","South Africa","710","Sub-Saharan Africa",2000,530000,47159719,1.1,58.4,NA,30.2,3217.8,37.6,0.1,NA
"1272","South Africa","710","Sub-Saharan Africa",2005,630000,49490033,1.3,53.9,3.4,29.3,5836.9,40.8,0,NA
"1273","South Africa","710","Sub-Saharan Africa",2010,810000,52344051,1.6,58.9,4.6,24.7,7973.5,45,0.1,16.6
"1274","South Africa","710","Sub-Saharan Africa",2015,850000,56723537,1.5,64.1,6.5,25.2,6112.3,39,0,18.9
"1275","South Africa","710","Sub-Saharan Africa",2020,980000,60562381,1.6,65.2,6.9,NA,5580.6,39.2,-0.2,25.1
"1276","South Korea","410","Asia/Pacific",1990,1620000,42869283,3.8,71.6,NA,NA,6610,NA,NA,35
"1277","South Korea","410","Asia/Pacific",1995,1770000,45092991,3.9,73.7,NA,2.1,12564.7,NA,NA,48
"1278","South Korea","410","Asia/Pacific",2000,1950000,47008111,4.2,75.9,NA,4.4,12257,62.4,0.8,74.7
"1279","South Korea","410","Asia/Pacific",2005,2070000,48184561,4.3,78.2,2.5,3.7,19402.5,62.6,1,95.4
"1280","South Korea","410","Asia/Pacific",2010,2360000,49554112,4.8,80.1,2.5,3.7,23079.3,55,1,101.7
"1281","South Korea","410","Asia/Pacific",2015,2280000,51014947,4.5,82,2.5,3.6,28737.4,53.8,0.9,94
"1282","South Korea","410","Asia/Pacific",2020,2380000,51836239,4.6,83.4,2.5,NA,31721.3,67,1.1,96.9
"1283","South Sudan","728","Sub-Saharan Africa",1990,540000,4737633,11.4,28.6,NA,NA,NA,NA,NA,NA
"1284","South Sudan","728","Sub-Saharan Africa",1995,470000,5225836,9,31.5,NA,NA,NA,NA,NA,NA
"1285","South Sudan","728","Sub-Saharan Africa",2000,390000,6032267,6.5,47.6,NA,NA,NA,NA,NA,NA
"1286","South Sudan","728","Sub-Saharan Africa",2005,260000,7590143,3.4,54,NA,NA,NA,NA,NA,NA
"1287","South Sudan","728","Sub-Saharan Africa",2010,420000,9745953,4.3,57.5,NA,NA,1498.3,NA,NA,NA
"1288","South Sudan","728","Sub-Saharan Africa",2015,1110000,11107561,10,39.8,NA,NA,1080.1,1.9,-1.9,NA
"1289","South Sudan","728","Sub-Saharan Africa",2020,2620000,10698467,24.5,57.6,19.6,NA,NA,3.3,-2,NA
"1290","Spain","724","Europe",1990,1490000,38867322,3.8,76.8,NA,NA,13795,NA,NA,35.8
"1291","Spain","724","Europe",1995,1400000,39724050,3.5,78,NA,22.7,15460.9,NA,NA,44.8
"1292","Spain","724","Europe",2000,1320000,40567864,3.2,79,NA,13.8,14743.3,65.6,1.4,58.4
"1293","Spain","724","Europe",2005,1140000,43653155,2.6,80.2,2.5,9.1,26451,53.4,1.1,68.1
"1294","Spain","724","Europe",2010,1110000,46576897,2.4,81.6,2.5,19.9,30658.7,33.6,1.2,76.4
"1295","Spain","724","Europe",2015,1330000,46444832,2.9,82.8,2.5,22.1,25969.8,55.7,0.9,88.6
"1296","Spain","724","Europe",2020,1560000,47365655,3.3,82.2,2.5,NA,27230.4,59,0.9,91
"1297","Sri Lanka","144","Asia/Pacific",1990,910000,16352458,5.6,69.2,NA,NA,491.2,NA,NA,NA
"1298","Sri Lanka","144","Asia/Pacific",1995,940000,17564068,5.3,69.7,NA,12.3,741.8,NA,NA,NA
"1299","Sri Lanka","144","Asia/Pacific",2000,1e+06,19293054,5.2,71.2,NA,7.7,846.5,4.8,0.2,NA
"1300","Sri Lanka","144","Asia/Pacific",2005,1180000,20216524,5.8,73.1,14.1,7.7,1207.2,16.5,0.2,NA
"1301","Sri Lanka","144","Asia/Pacific",2010,1500000,20879089,7.2,74.5,10.5,4.8,2808.4,17.5,-0.1,16.2
"1302","Sri Lanka","144","Asia/Pacific",2015,1700000,20970000,8.1,76,5.2,4.5,4060.1,50.5,0,18.7
"1303","Sri Lanka","144","Asia/Pacific",2020,2020000,21919000,9.2,76.9,3.8,NA,3846.2,44.8,0,20.8
"1304","St. Kitts and Nevis","659","Latin America/Caribbean",1990,20000,40432,49.5,65.6,NA,NA,5373.4,NA,NA,NA
"1305","St. Kitts and Nevis","659","Latin America/Caribbean",1995,30000,42326,70.9,67.2,NA,NA,7406.4,NA,NA,NA
"1306","St. Kitts and Nevis","659","Latin America/Caribbean",2000,30000,45248,66.3,69.2,NA,NA,9319.7,NA,0.8,NA
"1307","St. Kitts and Nevis","659","Latin America/Caribbean",2005,40000,46437,86.1,71.2,NA,NA,11783.8,92.2,0.9,NA
"1308","St. Kitts and Nevis","659","Latin America/Caribbean",2010,40000,46846,85.4,71.5,NA,NA,16622.9,85.8,1,NA
"1309","St. Kitts and Nevis","659","Latin America/Caribbean",2015,40000,47087,85,71.2,NA,NA,20328.8,63.3,0.5,92.2
"1310","St. Kitts and Nevis","659","Latin America/Caribbean",2020,50000,46870,106.7,71.2,NA,NA,18859,79.7,0.5,NA
"1311","St. Lucia","662","Latin America/Caribbean",1990,30000,137857,21.8,70,NA,NA,4204.6,NA,NA,NA
"1312","St. Lucia","662","Latin America/Caribbean",1995,30000,148208,20.2,71.2,NA,15.8,5147.9,NA,NA,NA
"1313","St. Lucia","662","Latin America/Caribbean",2000,40000,158616,25.2,70.8,NA,16.5,5879.6,90.5,0.8,NA
"1314","St. Lucia","662","Latin America/Caribbean",2005,50000,165450,30.2,72.5,NA,18.7,6863.4,79.6,0.8,13.7
"1315","St. Lucia","662","Latin America/Caribbean",2010,50000,170906,29.3,72.8,NA,17.1,8673.7,73,0.9,12.6
"1316","St. Lucia","662","Latin America/Caribbean",2015,60000,174905,34.3,72.9,NA,24.1,10334.9,73.3,0.7,17
"1317","St. Lucia","662","Latin America/Caribbean",2020,80000,178250,44.9,72.3,NA,NA,8411.2,75,0.7,16.9
"1318","St. Vincent and the Grenadines","670","Latin America/Caribbean",1990,40000,111812,35.8,70.6,NA,NA,2149.7,NA,NA,6
"1319","St. Vincent and the Grenadines","670","Latin America/Caribbean",1995,50000,113047,44.2,70.6,NA,20.5,2795.4,NA,NA,NA
"1320","St. Vincent and the Grenadines","670","Latin America/Caribbean",2000,60000,113545,52.8,70.3,NA,21,3769,90.5,0.8,NA
"1321","St. Vincent and the Grenadines","670","Latin America/Caribbean",2005,60000,112450,53.4,70.5,8.2,20.1,5157.4,88.3,0.8,NA
"1322","St. Vincent and the Grenadines","670","Latin America/Caribbean",2010,60000,109959,54.6,70.7,6,19.4,6552,73,0.9,13.1
"1323","St. Vincent and the Grenadines","670","Latin America/Caribbean",2015,70000,106960,65.4,70.5,5.2,19.3,7353.7,83.3,0.6,23.6
"1324","St. Vincent and the Grenadines","670","Latin America/Caribbean",2020,60000,103526,58,69.6,6.1,NA,8395.1,86.3,0.6,33.9
"1325","Sudan","729","Middle East/North Africa",1990,620000,22021481,2.8,55.5,NA,NA,1257.2,NA,NA,NA
